HUMAN PLAYER POSITION (X) metres,HUMAN PLAYER POSITION (Y) metres,INITITAL VELOCITY OF SHUTTELCOCK(m/s),INITIAL SHUTTELCOCK FIRING ANGLE (DEGREE),SHUTTELCOCK SLANT ANGLE TO SIDELINE(DEGREE),SHUTTLECOCK POSITIION IN AIR(X ) metres,SHUTTLECOCK POSITIION IN AIR(Y) metres,SHUTTLECOCK POSITIION IN AIR(Z) metres
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4,3,10,60,11,4.049926984,3.009704823,1.686754245
4,3,10,60,11,4.09798926,3.019047183,1.769550265
4,3,10,60,11,4.146909684,3.02855635,1.852756854
4,3,10,60,11,4.198438785,3.038572592,1.932572735
4,3,10,60,11,4.246217136,3.047859763,2.012591578
4,3,10,60,11,4.295618765,3.057462467,2.091270342
4,3,10,60,11,4.345879395,3.067232144,2.169319999
4,3,10,60,11,4.39315819,3.076422211,2.242575088
4,3,10,60,11,4.441150908,3.08575105,2.316578285
4,3,10,60,11,4.488081734,3.094873478,2.389167521
4,3,10,60,11,4.538058664,3.104588009,2.46364744
4,3,10,60,11,4.584547425,3.113624509,2.53138006
4,3,10,60,11,4.629955903,3.122451023,2.602974186
4,3,10,60,11,4.676508077,3.131499849,2.670166452
4,3,10,60,11,4.726473903,3.141212222,2.737768287
4,3,10,60,11,4.770467504,3.149763712,2.802873508
4,3,10,60,11,4.816831483,3.158775956,2.86650962
4,3,10,60,11,4.862758997,3.167703361,2.931123404
4,3,10,60,11,4.90897627,3.176687088,2.991910297
4,3,10,60,11,4.955467357,3.18572404,3.054822863
4,3,10,60,11,5.001338039,3.194640398,3.114740114
4,3,10,60,11,5.046402693,3.203400079,3.176285546
4,3,10,60,11,5.089291809,3.211736879,3.233173449
4,3,10,60,11,5.133901562,3.220408136,3.294785409
4,3,10,60,11,5.18042774,3.229451909,3.350385647
4,3,10,60,11,5.222509089,3.237631695,3.407232373
4,3,10,60,11,5.268837587,3.246637042,3.462913307
4,3,10,60,11,5.311900813,3.255007686,3.518798724
4,3,10,60,11,5.353969256,3.263184963,3.572395215
4,3,10,60,11,5.399393555,3.272014552,3.624194192
4,3,10,60,11,5.442182783,3.280331935,3.677580331
4,3,10,60,11,5.485593758,3.288770174,3.729631335
4,3,10,60,11,5.527206261,3.296858825,3.780336418
4,3,10,60,11,5.56900814,3.304984287,3.830089673
4,3,10,60,11,5.611836018,3.313309184,3.879892833
4,3,10,60,11,5.653663178,3.32143956,3.930627577
4,3,10,60,11,5.696833762,3.329831071,3.977756608
4,3,10,60,11,5.738963058,3.338020177,4.024076444
4,3,10,60,11,5.778696918,3.345743657,4.071862691
4,3,10,60,11,5.820185724,3.353808264,4.118435685
4,3,10,60,11,5.859058817,3.361364428,4.165204278
4,3,10,60,11,5.901368692,3.369588634,4.209755319
4,3,10,60,11,5.941787817,3.377445316,4.254109961
4,3,10,60,11,5.98188918,3.385240231,4.298009313
4,3,10,60,11,6.022737012,3.393180246,4.34030702
4,3,10,60,11,6.061261116,3.400668573,4.383980937
4,3,10,60,11,6.102237178,3.408633513,4.424223996
4,3,10,60,11,6.142453135,3.416450703,4.463585738
4,3,10,60,11,6.180944313,3.42393263,4.505977132
4,3,10,60,11,6.219350364,3.43139801,4.546067104
4,3,10,60,11,6.256903116,3.438697525,4.584774704
4,3,10,60,11,6.295775738,3.446253598,4.622741048
4,3,10,60,11,6.335159203,3.453908968,4.661085691
4,3,10,60,11,6.371048972,3.460885232,4.698299649
4,3,10,60,11,6.409660508,3.468390554,4.735153745
4,3,10,60,11,6.446148071,3.475483018,4.770432121
4,3,10,60,11,6.485216657,3.483077182,4.806037023
4,3,10,60,11,6.522121596,3.490250775,4.839507588
4,3,10,60,11,6.557994939,3.497223847,4.872556152
4,3,10,60,11,6.593203062,3.504067613,4.905862875
4,3,10,60,11,6.629903088,3.511201375,4.939817514
4,3,10,60,11,6.668187888,3.518643187,4.969556724
4,3,10,60,11,6.705158508,3.525829547,5.001401575
4,3,10,60,11,6.738555306,3.532321227,5.030773815
4,3,10,60,11,6.775807011,3.539562225,5.059217258
4,3,10,60,11,6.810156079,3.546239007,5.085926896
4,3,10,60,11,6.845743382,3.553156478,5.11344234
4,3,10,60,11,6.881865803,3.560177966,5.140930194
4,3,10,60,11,6.914961822,3.56661118,5.164573549
4,3,10,60,11,6.949274294,3.573280849,5.189548599
4,3,10,60,11,6.983830459,3.579997887,5.213426214
4,3,10,60,11,7.016796191,3.586405776,5.235945704
4,3,10,60,11,7.048516558,3.592571591,5.255805236
4,3,10,60,11,7.083200771,3.599313519,5.276721219
4,3,10,60,11,7.117724794,3.606024309,5.2949623
4,3,10,60,11,7.150769676,3.612447584,5.313672789
4,3,10,60,11,7.181760279,3.618471547,5.331455068
4,3,10,60,11,7.215431213,3.625016513,5.345312171
4,3,10,60,11,7.245793705,3.630918384,5.360727033
4,3,10,60,11,7.278664445,3.637307808,5.373134295
4,3,10,60,11,7.312425111,3.643870217,5.383316178
4,3,10,60,11,7.34416553,3.65003993,5.397142814
4,3,10,60,11,7.375829593,3.6561948,5.403950608
4,3,10,60,11,7.406975727,3.662248995,5.410381569
4,3,10,60,11,7.436251165,3.667939564,5.416944779
4,3,10,60,11,7.468877603,3.674281501,5.421483904
4,3,10,60,11,7.498125376,3.679966692,5.424110334
4,3,10,60,11,7.528781817,3.685925701,5.426766214
4,3,10,60,11,7.557746462,3.691555857,5.42699596
4,3,10,60,11,7.588378004,3.697510026,5.423671713
4,3,10,60,11,7.617949838,3.703258208,5.420478632
4,3,10,60,11,7.646555819,3.708818647,5.415506682
4,3,10,60,11,7.67714399,3.714764385,5.407583549
4,3,10,60,11,7.705621942,3.720299939,5.397449894
4,3,10,60,11,7.734227958,3.725860385,5.38809098
4,3,10,60,11,7.763942172,3.731636243,5.375257568
4,3,10,60,11,7.789695543,3.736642191,5.361126453
4,3,10,60,11,7.819715811,3.74247754,5.342413309
4,3,10,60,11,7.845503729,3.747490204,5.323079758
4,3,10,60,11,7.87493553,3.753211166,5.301470144
4,3,10,60,11,7.902608183,3.758590185,5.278108158
4,3,10,60,11,7.929229981,3.763764938,5.251545777
4,3,10,60,11,7.956461488,3.769058207,5.223030915
4,3,10,60,11,7.9816873,3.773961608,5.192023193
4,3,10,60,11,8.009804548,3.779427048,5.159913049
4,3,10,60,11,8.037118938,3.784736427,5.123654728
4,3,10,60,11,8.062239172,3.789619306,5.085037531
4,3,10,60,11,8.087562467,3.794541656,5.044620878
4,3,10,60,11,8.113065428,3.799498929,4.998967616
4,3,10,60,11,8.138335465,3.804410927,4.954610825
4,3,10,60,11,8.162191885,3.809048145,4.903035958
4,3,10,60,11,8.190800131,3.814609025,4.850907096
4,3,10,60,11,8.213098393,3.818943368,4.794511676
4,3,10,60,11,8.236317493,3.823456704,4.734652932
4,3,10,60,11,8.262241273,3.828495776,4.672975366
4,3,10,60,11,8.285459633,3.833008968,4.609238968
4,3,10,60,11,8.310339891,3.837845201,4.540599065
4,3,10,60,11,8.333915334,3.842427802,4.469207984
4,3,10,60,11,8.357544387,3.847020825,4.392155879
4,3,10,60,11,8.380138256,3.851412628,4.313303685
4,3,10,60,11,8.401453978,3.855555985,4.229249634
4,3,10,60,11,8.425616183,3.860252642,4.145722734
4,3,10,60,11,8.447085718,3.864425897,4.05446877
4,3,10,60,11,8.469489694,3.868780788,3.961209783
4,3,10,60,11,8.490474402,3.872859802,3.862173972
4,3,10,60,11,8.513925162,3.877418168,3.760497087
4,3,10,60,11,8.534071064,3.881334135,3.655879052
4,3,10,60,11,8.556337534,3.885662298,3.545298546
4,3,10,60,11,8.577979709,3.889869111,3.429077176
4,3,10,60,11,8.598890411,3.89393374,3.310070263
4,3,10,60,11,8.618786864,3.897801218,3.187416661
4,3,10,60,11,8.641168857,3.902151837,3.059729594
4,3,10,60,11,8.659117818,3.905640762,2.928001321
4,3,10,60,11,8.678817425,3.909469977,2.789866466
4,3,10,60,11,8.700143872,3.913615419,2.648533648
4,3,10,60,11,8.719083644,3.917296938,2.501876119
4,3,10,60,11,8.739127527,3.921193074,2.348622792
4,3,10,60,11,8.757570443,3.924778013,2.190885832
4,3,10,60,11,8.775012479,3.928168402,2.029002549
4,3,10,60,11,8.794665114,3.931988487,1.861413593
4,3,10,60,11,8.814486566,3.935841387,1.689368682
4,3,10,60,11,8.831988871,3.93924349,1.512026583
4,3,10,60,11,8.849697719,3.942685742,1.328834184
4,3,10,60,11,8.86678958,3.946008063,1.135054723
4,3,10,60,11,8.884350948,3.949421647,0.941078908
4,3,10,60,11,8.901243765,3.952705278,0.739831075
4,3,10,60,11,8.919045396,3.956165565,0.531915338
4,3,10,60,11,8.936100147,3.959480673,0.317395836
4,3,10,60,11,8.953416372,3.962846606,0.097998106
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4,3,10,60,12,4.051184094,3.010879515,1.684510675
4,3,10,60,12,4.100131712,3.021283652,1.77094524
4,3,10,60,12,4.149947436,3.031872311,1.851106207
4,3,10,60,12,4.199759389,3.042460169,1.933932438
4,3,10,60,12,4.246725894,3.052443208,2.014433551
4,3,10,60,12,4.295237301,3.062754626,2.090978772
4,3,10,60,12,4.345949494,3.073533835,2.167777772
4,3,10,60,12,4.393121954,3.083560651,2.243070984
4,3,10,60,12,4.440777131,3.093690072,2.317835599
4,3,10,60,12,4.491860103,3.104548092,2.390331309
4,3,10,60,12,4.537291006,3.114204729,2.460365994
4,3,10,60,12,4.584555862,3.124251184,2.532097945
4,3,10,60,12,4.632065837,3.134349741,2.601233827
4,3,10,60,12,4.679792894,3.14449444,2.670233209
4,3,10,60,12,4.725509944,3.154211899,2.73780984
4,3,10,60,12,4.771001038,3.16388133,2.802165704
4,3,10,60,12,4.817661612,3.173799341,2.866399562
4,3,10,60,12,4.86396919,3.18364232,2.929935279
4,3,10,60,12,4.909651827,3.193352465,2.994653575
4,3,10,60,12,4.954380597,3.202859858,3.055590712
4,3,10,60,12,5.000509835,3.21266493,3.115874347
4,3,10,60,12,5.04578588,3.222288651,3.177406881
4,3,10,60,12,5.087702586,3.231198322,3.233768648
4,3,10,60,12,5.135447655,3.241346849,3.295666679
4,3,10,60,12,5.180043705,3.250826033,3.351212863
4,3,10,60,12,5.22331696,3.260024047,3.407493358
4,3,10,60,12,5.2670862,3.269327486,3.462366242
4,3,10,60,12,5.311518156,3.27877179,3.516947878
4,3,10,60,12,5.354480968,3.287903817,3.571050203
4,3,10,60,12,5.399217655,3.297412894,3.624671846
4,3,10,60,12,5.440533411,3.306194829,3.676532638
4,3,10,60,12,5.483538397,3.315335821,3.728793577
4,3,10,60,12,5.528173055,3.32482321,3.779321219
4,3,10,60,12,5.569804811,3.333672313,3.829700092
4,3,10,60,12,5.612267383,3.342698011,3.880579268
4,3,10,60,12,5.653034013,3.351363226,3.930683736
4,3,10,60,12,5.695577767,3.36040618,3.975549289
4,3,10,60,12,5.738662619,3.369564148,4.02442086
4,3,10,60,12,5.778636457,3.37806085,4.071185011
4,3,10,60,12,5.819391207,3.386723539,4.119410188
4,3,10,60,12,5.861327323,3.395637336,4.163651778
4,3,10,60,12,5.901172027,3.404106589,4.208361765
4,3,10,60,12,5.942667287,3.412926679,4.252546182
4,3,10,60,12,5.980742152,3.421019741,4.297782843
4,3,10,60,12,6.023127559,3.430029038,4.337950857
4,3,10,60,12,6.061564436,3.438199048,4.380954615
4,3,10,60,12,6.100726901,3.446523287,4.425357125
4,3,10,60,12,6.140147102,3.454902309,4.46613804
4,3,10,60,12,6.181270896,3.463643442,4.50584167
4,3,10,60,12,6.219043713,3.471672302,4.547394093
4,3,10,60,12,6.256847386,3.47970772,4.58565626
4,3,10,60,12,6.295585665,3.487941796,4.622790847
4,3,10,60,12,6.33320527,3.49593809,4.661087927
4,3,10,60,12,6.373418167,3.504485605,4.698700852
4,3,10,60,12,6.409447505,3.512143877,4.737044124
4,3,10,60,12,6.445381721,3.519781931,4.770559932
4,3,10,60,12,6.484930837,3.528188355,4.80590398
4,3,10,60,12,6.5213945,3.535938946,4.841254644
4,3,10,60,12,6.558221484,3.543766763,4.874531806
4,3,10,60,12,6.594764521,3.551534225,4.908602639
4,3,10,60,12,6.633380763,3.559742361,4.938500098
4,3,10,60,12,6.666304761,3.566740572,4.970598201
4,3,10,60,12,6.705495988,3.575070925,5.000462646
4,3,10,60,12,6.736957336,3.581758241,5.031631868
4,3,10,60,12,6.776007874,3.590058689,5.058682427
4,3,10,60,12,6.807111377,3.596669943,5.086832969
4,3,10,60,12,6.846831033,3.605112616,5.113763065
4,3,10,60,12,6.879930452,3.612148115,5.140083634
4,3,10,60,12,6.914001507,3.619390141,5.164813886
4,3,10,60,12,6.948571078,3.62673813,5.190775654
4,3,10,60,12,6.983795682,3.634225351,5.212939269
4,3,10,60,12,7.016554123,3.641188373,5.235970164
4,3,10,60,12,7.050717222,3.648449963,5.255673444
4,3,10,60,12,7.085506042,3.655844555,5.275054569
4,3,10,60,12,7.116175485,3.662363547,5.295325209
4,3,10,60,12,7.148965456,3.66933327,5.314267125
4,3,10,60,12,7.182666734,3.676496698,5.328718064
4,3,10,60,12,7.216211991,3.683626962,5.343405252
4,3,10,60,12,7.246434554,3.690050967,5.35904223
4,3,10,60,12,7.279739374,3.697130124,5.374476329
4,3,10,60,12,7.312205506,3.704031014,5.386898198
4,3,10,60,12,7.342241799,3.710415425,5.393877
4,3,10,60,12,7.372907903,3.716933707,5.404096598
4,3,10,60,12,7.405449362,3.723850607,5.413271802
4,3,10,60,12,7.439761239,3.731143822,5.417429966
4,3,10,60,12,7.467808864,3.737105529,5.420871509
4,3,10,60,12,7.49945723,3.743832596,5.425586643
4,3,10,60,12,7.528900624,3.750090983,5.425537744
4,3,10,60,12,7.557964643,3.756268731,5.427283198
4,3,10,60,12,7.587603582,3.762568682,5.423394883
4,3,10,60,12,7.617967872,3.769022811,5.420454601
4,3,10,60,12,7.648511545,3.775515069,5.413046651
4,3,10,60,12,7.675372763,3.781224597,5.40727629
4,3,10,60,12,7.706055171,3.787746345,5.398331247
4,3,10,60,12,7.73557726,3.794021458,5.386832718
4,3,10,60,12,7.763152812,3.799882823,5.373836314
4,3,10,60,12,7.792372915,3.806093747,5.358443748
4,3,10,60,12,7.819805108,3.81192464,5.342495623
4,3,10,60,12,7.849277554,3.818189202,5.324787159
4,3,10,60,12,7.874757413,3.823605113,5.301826479
4,3,10,60,12,7.901424757,3.829273432,5.278483105
4,3,10,60,12,7.927953445,3.834912279,5.252376319
4,3,10,60,12,7.954670613,3.840591188,5.224539615
4,3,10,60,12,7.985214724,3.847083539,5.193064963
4,3,10,60,12,8.009497168,3.852244932,5.159237859
4,3,10,60,12,8.036312313,3.857944667,5.123340069
4,3,10,60,12,8.061012735,3.863194904,5.085808733
4,3,10,60,12,8.085991027,3.868504204,5.04241067
4,3,10,60,12,8.114316258,3.874524917,4.998987054
4,3,10,60,12,8.136584958,3.879258276,4.951916497
4,3,10,60,12,8.162655923,3.88479983,4.902472308
4,3,10,60,12,8.189685869,3.890545223,4.850466437
4,3,10,60,12,8.213013748,3.895503716,4.794421474
4,3,10,60,12,8.238559143,3.900933558,4.738288996
4,3,10,60,12,8.262795606,3.906085177,4.673535365
4,3,10,60,12,8.285200063,3.910847391,4.609550906
4,3,10,60,12,8.30927584,3.915964856,4.539720253
4,3,10,60,12,8.335745125,3.921591076,4.467800502
4,3,10,60,12,8.355864562,3.925867594,4.392491468
4,3,10,60,12,8.378236147,3.930622822,4.315152901
4,3,10,60,12,8.403335508,3.935957856,4.230935939
4,3,10,60,12,8.427191491,3.941028601,4.145158097
4,3,10,60,12,8.449714557,3.945816027,4.05657516
4,3,10,60,12,8.470517283,3.950237783,3.962003174
4,3,10,60,12,8.492041979,3.954812998,3.863660433
4,3,10,60,12,8.513103619,3.959289788,3.761032671
4,3,10,60,12,8.535476749,3.964045343,3.654581513
4,3,10,60,12,8.556455995,3.96850462,3.544412904
4,3,10,60,12,8.577213492,3.972916762,3.431102661
4,3,10,60,12,8.598697576,3.977483345,3.311750393
4,3,10,60,12,8.619042511,3.981807794,3.187610553
4,3,10,60,12,8.639939057,3.986249492,3.05977431
4,3,10,60,12,8.65813548,3.990117261,2.926905379
4,3,10,60,12,8.679738527,3.994709131,2.789165565
4,3,10,60,12,8.698544425,3.998706448,2.647275908
4,3,10,60,12,8.718883344,4.003029618,2.500753899
4,3,10,60,12,8.73804807,4.007103207,2.352384452
4,3,10,60,12,8.756757756,4.011080073,2.192203015
4,3,10,60,12,8.776222261,4.015217382,2.029231655
4,3,10,60,12,8.793669407,4.018925887,1.860359734
4,3,10,60,12,8.813163836,4.023069556,1.688306704
4,3,10,60,12,8.83189311,4.027050586,1.511075953
4,3,10,60,12,8.848213106,4.030519508,1.325054628
4,3,10,60,12,8.866845984,4.034480049,1.136735961
4,3,10,60,12,8.884582293,4.038250017,0.94069938
4,3,10,60,12,8.901113557,4.041763846,0.738917163
4,3,10,60,12,8.919876847,4.045752106,0.532932457
4,3,10,60,12,8.935602761,4.049094753,0.318143413
4,3,10,60,12,8.953203811,4.052835971,0.097189244
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4,3,10,60,13,4.050631982,3.011689314,1.684354118
4,3,10,60,13,4.098655201,3.022776348,1.770446917
4,3,10,60,13,4.148900812,3.034376461,1.851733342
4,3,10,60,13,4.197450108,3.045584949,1.934873181
4,3,10,60,13,4.247662087,3.057177298,2.013446756
4,3,10,60,13,4.297587076,3.06870339,2.09291597
4,3,10,60,13,4.345256115,3.079708655,2.165914441
4,3,10,60,13,4.391637795,3.090416709,2.243068014
4,3,10,60,13,4.442857586,3.10224173,2.317377984
4,3,10,60,13,4.489563447,3.113024628,2.390589151
4,3,10,60,13,4.537887843,3.124181193,2.461124287
4,3,10,60,13,4.583955036,3.134816643,2.533195461
4,3,10,60,13,4.631730876,3.145846565,2.602177861
4,3,10,60,13,4.675618381,3.155978793,2.669369019
4,3,10,60,13,4.724034989,3.167156648,2.73754123
4,3,10,60,13,4.772416886,3.178326489,2.801015022
4,3,10,60,13,4.816277597,3.188452532,2.865908193
4,3,10,60,13,4.863235137,3.199293535,2.929679413
4,3,10,60,13,4.910343896,3.210169448,2.992087985
4,3,10,60,13,4.952880053,3.219989694,3.053574484
4,3,10,60,13,4.998479832,3.230517233,3.115536491
4,3,10,60,13,5.045496122,3.241371798,3.174713229
4,3,10,60,13,5.09197754,3.252102879,3.235555566
4,3,10,60,13,5.135335559,3.262112867,3.292750894
4,3,10,60,13,5.181004752,3.272656431,3.349609934
4,3,10,60,13,5.223850514,3.282548154,3.407180941
4,3,10,60,13,5.267427191,3.292608623,3.462667854
4,3,10,60,13,5.311634557,3.302814698,3.517159579
4,3,10,60,13,5.356290008,3.313124221,3.572037539
4,3,10,60,13,5.398587188,3.322889294,3.622721667
4,3,10,60,13,5.440325615,3.332525369,3.677170907
4,3,10,60,13,5.485066497,3.342854616,3.7299025
4,3,10,60,13,5.52639695,3.352396503,3.781330028
4,3,10,60,13,5.569616232,3.36237446,3.831881941
4,3,10,60,13,5.613158622,3.372427013,3.880400206
4,3,10,60,13,5.654597716,3.381993982,3.930245222
4,3,10,60,13,5.694928674,3.391305117,3.976311105
4,3,10,60,13,5.737712743,3.401182598,4.026156801
4,3,10,60,13,5.778517086,3.410603023,4.07059647
4,3,10,60,13,5.819984233,3.420176468,4.117821742
4,3,10,60,13,5.859492457,3.42929766,4.163319643
4,3,10,60,13,5.901854984,3.43907782,4.208059279
4,3,10,60,13,5.941897064,3.448322263,4.254439497
4,3,10,60,13,5.981231978,3.457403443,4.297032934
4,3,10,60,13,6.023330105,3.467122561,4.34054232
4,3,10,60,13,6.061262858,3.475880028,4.382587302
4,3,10,60,13,6.102162528,3.48532246,4.424336699
4,3,10,60,13,6.141093617,3.49431041,4.465256598
4,3,10,60,13,6.181784644,3.503704674,4.507891123
4,3,10,60,13,6.217740503,3.512005738,4.546702462
4,3,10,60,13,6.258275208,3.521363912,4.585512744
4,3,10,60,13,6.296215685,3.530123162,4.625717682
4,3,10,60,13,6.333231887,3.538669025,4.661359112
4,3,10,60,13,6.371684621,3.547546538,4.697969461
4,3,10,60,13,6.409922008,3.556374335,4.734523953
4,3,10,60,13,6.446685285,3.564861806,4.770960389
4,3,10,60,13,6.486122439,3.57396659,4.807411727
4,3,10,60,13,6.521803109,3.582204122,4.838707283
4,3,10,60,13,6.559544408,3.590917388,4.872689309
4,3,10,60,13,6.596036818,3.599342324,4.907018584
4,3,10,60,13,6.631534692,3.607537654,4.937535806
4,3,10,60,13,6.66656327,3.615624639,4.971394805
4,3,10,60,13,6.704304651,3.624337923,5.001238496
4,3,10,60,13,6.73829221,3.632184569,5.030951819
4,3,10,60,13,6.77426003,3.640488395,5.059505814
4,3,10,60,13,6.809167835,3.648547497,5.087316262
4,3,10,60,13,6.845451483,3.656924237,5.114575222
4,3,10,60,13,6.88096251,3.665122603,5.140390219
4,3,10,60,13,6.914228283,3.672802612,5.165117086
4,3,10,60,13,6.947818523,3.68055753,5.190042311
4,3,10,60,13,6.98214219,3.688481773,5.212388191
4,3,10,60,13,7.015546211,3.696193699,5.235066904
4,3,10,60,13,7.050664654,3.704301431,5.255248412
4,3,10,60,13,7.08388272,3.711970425,5.276484202
4,3,10,60,13,7.117034211,3.71962405,5.295641361
4,3,10,60,13,7.150016145,3.727238529,5.313462755
4,3,10,60,13,7.183227335,3.734905937,5.329063553
4,3,10,60,13,7.213456653,3.741884925,5.34541363
4,3,10,60,13,7.249401475,3.750183441,5.357834381
4,3,10,60,13,7.279723729,3.757183885,5.374020564
4,3,10,60,13,7.311753499,3.76457854,5.384822551
4,3,10,60,13,7.344399659,3.7721155,5.392771664
4,3,10,60,13,7.372973434,3.778712276,5.403077797
4,3,10,60,13,7.405129854,3.78613617,5.411149842
4,3,10,60,13,7.437529773,3.793616281,5.414543847
4,3,10,60,13,7.466391317,3.800279493,5.422155578
4,3,10,60,13,7.498054675,3.807589555,5.425339494
4,3,10,60,13,7.527979867,3.81449833,5.426062905
4,3,10,60,13,7.557675994,3.821354221,5.424247071
4,3,10,60,13,7.587680022,3.828281197,5.422925109
4,3,10,60,13,7.619062571,3.835526429,5.420002079
4,3,10,60,13,7.648061254,3.842221303,5.415769233
4,3,10,60,13,7.677407893,3.848996508,5.407581149
4,3,10,60,13,7.706090748,3.855618467,5.398877367
4,3,10,60,13,7.734682965,3.862219501,5.387116288
4,3,10,60,13,7.763361693,3.868840507,5.37449278
4,3,10,60,13,7.791565195,3.875351798,5.358723061
4,3,10,60,13,7.819741683,3.881856853,5.343714593
4,3,10,60,13,7.846937881,3.88813559,5.322739892
4,3,10,60,13,7.875227791,3.89466683,5.303132228
4,3,10,60,13,7.900059133,3.900399597,5.277758711
4,3,10,60,13,7.928263525,3.906911094,5.253335195
4,3,10,60,13,7.956424218,3.913412502,5.224643615
4,3,10,60,13,7.983878072,3.919750724,5.192037777
4,3,10,60,13,8.010794798,3.92596494,5.157839961
4,3,10,60,13,8.037911593,3.932225345,5.123715764
4,3,10,60,13,8.061574425,3.937688341,5.084237777
4,3,10,60,13,8.088817424,3.943977882,5.043805786
4,3,10,60,13,8.11327699,3.949624818,5.001999213
4,3,10,60,13,8.138642325,3.955480867,4.95121951
4,3,10,60,13,8.165582671,3.961700536,4.904732122
4,3,10,60,13,8.189190007,3.967150719,4.8507977
4,3,10,60,13,8.213866823,3.972847811,4.7925024
4,3,10,60,13,8.236689236,3.97811678,4.735145516
4,3,10,60,13,8.262764222,3.984136665,4.675423152
4,3,10,60,13,8.287017691,3.98973602,4.6077803
4,3,10,60,13,8.310083399,3.995061158,4.54059043
4,3,10,60,13,8.333119078,4.000379363,4.467568297
4,3,10,60,13,8.358478551,4.006234059,4.393699608
4,3,10,60,13,8.378202442,4.010787678,4.313776217
4,3,10,60,13,8.40120877,4.016099108,4.230154157
4,3,10,60,13,8.425336737,4.021669488,4.143065335
