HUMAN PLAYER POSITION (X) metres,HUMAN PLAYER POSITION (Y) metres,INITITAL VELOCITY OF SHUTTELCOCK(m/s),INITIAL SHUTTELCOCK FIRING ANGLE (DEGREE),SHUTTELCOCK SLANT ANGLE TO SIDELINE(DEGREE),SHUTTLECOCK POSITIION IN AIR(X ) metres,SHUTTLECOCK POSITIION IN AIR(Y) metres,SHUTTLECOCK POSITIION IN AIR(Z) metres
4,1,10,40,0,4.075542591,1,1.662911962
4,1,10,40,0,4.152006773,1,1.72486637
4,1,10,40,0,4.228906143,1,1.788139098
4,1,10,40,0,4.302099746,1,1.845244983
4,1,10,40,0,4.376877391,1,1.904127726
4,1,10,40,0,4.449410593,1,1.962541187
4,1,10,40,0,4.522097914,1,2.018857335
4,1,10,40,0,4.595428732,1,2.071654009
4,1,10,40,0,4.668033747,1,2.127861644
4,1,10,40,0,4.739584146,1,2.178635753
4,1,10,40,0,4.809587653,1,2.233492954
4,1,10,40,0,4.881531438,1,2.28340222
4,1,10,40,0,4.95120765,1,2.332455057
4,1,10,40,0,5.021340663,1,2.379732739
4,1,10,40,0,5.089209194,1,2.430622608
4,1,10,40,0,5.158574787,1,2.475123289
4,1,10,40,0,5.226182675,1,2.522975118
4,1,10,40,0,5.294275267,1,2.565753026
4,1,10,40,0,5.359640471,1,2.608968419
4,1,10,40,0,5.425936189,1,2.653999671
4,1,10,40,0,5.491976752,1,2.694693412
4,1,10,40,0,5.555443927,1,2.736440902
4,1,10,40,0,5.619701891,1,2.777969097
4,1,10,40,0,5.686355961,1,2.816387675
4,1,10,40,0,5.750565811,1,2.856549264
4,1,10,40,0,5.813225022,1,2.894873788
4,1,10,40,0,5.87702102,1,2.931634222
4,1,10,40,0,5.93744245,1,2.967813503
4,1,10,40,0,5.998026029,1,3.00229617
4,1,10,40,0,6.06018676,1,3.037646513
4,1,10,40,0,6.119851235,1,3.071123013
4,1,10,40,0,6.179717661,1,3.104296564
4,1,10,40,0,6.239443316,1,3.136480762
4,1,10,40,0,6.298751278,1,3.170356064
4,1,10,40,0,6.35754129,1,3.200093494
4,1,10,40,0,6.415799555,1,3.228748951
4,1,10,40,0,6.474238157,1,3.258815171
4,1,10,40,0,6.530246569,1,3.288896296
4,1,10,40,0,6.584370532,1,3.315348236
4,1,10,40,0,6.641468727,1,3.342570654
4,1,10,40,0,6.697290025,1,3.369862986
4,1,10,40,0,6.751135684,1,3.392916604
4,1,10,40,0,6.803924231,1,3.418027204
4,1,10,40,0,6.858154359,1,3.442182052
4,1,10,40,0,6.911022954,1,3.462081522
4,1,10,40,0,6.965863746,1,3.486002737
4,1,10,40,0,7.017793031,1,3.504532151
4,1,10,40,0,7.06912573,1,3.524526313
4,1,10,40,0,7.118604365,1,3.543596794
4,1,10,40,0,7.16998568,1,3.564259625
4,1,10,40,0,7.220082278,1,3.580330713
4,1,10,40,0,7.268251588,1,3.596466385
4,1,10,40,0,7.318120937,1,3.612633423
4,1,10,40,0,7.367571356,1,3.624884021
4,1,10,40,0,7.414373328,1,3.637442719
4,1,10,40,0,7.462860659,1,3.651028645
4,1,10,40,0,7.508528734,1,3.66281677
4,1,10,40,0,7.55456399,1,3.670795919
4,1,10,40,0,7.600386555,1,3.680116652
4,1,10,40,0,7.645639739,1,3.689246186
4,1,10,40,0,7.689013866,1,3.695125529
4,1,10,40,0,7.733527074,1,3.698971408
4,1,10,40,0,7.776838472,1,3.704279934
4,1,10,40,0,7.82095767,1,3.707068057
4,1,10,40,0,7.862064263,1,3.706719248
4,1,10,40,0,7.90495593,1,3.707658036
4,1,10,40,0,7.948415574,1,3.707038158
4,1,10,40,0,7.989210706,1,3.702223142
4,1,10,40,0,8.027907904,1,3.698333963
4,1,10,40,0,8.068160272,1,3.694929485
4,1,10,40,0,8.108056286,1,3.688289504
4,1,10,40,0,8.145491556,1,3.680275265
4,1,10,40,0,8.186071358,1,3.667968785
4,1,10,40,0,8.221897737,1,3.656012629
4,1,10,40,0,8.260950794,1,3.641974691
4,1,10,40,0,8.295601754,1,3.628153622
4,1,10,40,0,8.331946347,1,3.61024854
4,1,10,40,0,8.367542323,1,3.592537345
4,1,10,40,0,8.404273343,1,3.572104075
4,1,10,40,0,8.436991584,1,3.548603319
4,1,10,40,0,8.4720889,1,3.524529156
4,1,10,40,0,8.505955756,1,3.499870309
4,1,10,40,0,8.539353943,1,3.471248749
4,1,10,40,0,8.571276167,1,3.437988327
4,1,10,40,0,8.602693953,1,3.406129789
4,1,10,40,0,8.63362869,1,3.369860429
4,1,10,40,0,8.665871474,1,3.332979494
4,1,10,40,0,8.697440707,1,3.294912272
4,1,10,40,0,8.724024636,1,3.251069601
4,1,10,40,0,8.755232066,1,3.20817377
4,1,10,40,0,8.783775129,1,3.160771758
4,1,10,40,0,8.812823083,1,3.111522615
4,1,10,40,0,8.840093369,1,3.058904711
4,1,10,40,0,8.865446701,1,3.004043432
4,1,10,40,0,8.894078014,1,2.946953725
4,1,10,40,0,8.919205854,1,2.887511875
4,1,10,40,0,8.94467636,1,2.823063725
4,1,10,40,0,8.969663553,1,2.756004379
4,1,10,40,0,8.996493141,1,2.689069049
4,1,10,40,0,9.01911059,1,2.614577764
4,1,10,40,0,9.042850708,1,2.540293492
4,1,10,40,0,9.063412573,1,2.462955883
4,1,10,40,0,9.087269256,1,2.37971461
4,1,10,40,0,9.111646565,1,2.293961644
4,1,10,40,0,9.130065087,1,2.206752702
4,1,10,40,0,9.151216502,1,2.11495041
4,1,10,40,0,9.172547435,1,2.019553461
4,1,10,40,0,9.192758983,1,1.921425482
4,1,10,40,0,9.212595511,1,1.818544826
4,1,10,40,0,9.231391816,1,1.70945414
4,1,10,40,0,9.248971251,1,1.599919223
4,1,10,40,0,9.266753953,1,1.483548777
4,1,10,40,0,9.283041086,1,1.366982803
4,1,10,40,0,9.299895889,1,1.243505148
4,1,10,40,0,9.317616992,1,1.117034801
4,1,10,40,0,9.331766877,1,0.9846614
4,1,10,40,0,9.349169737,1,0.848773839
4,1,10,40,0,9.361719508,1,0.707631589
4,1,10,40,0,9.374152763,1,0.565578692
4,1,10,40,0,9.388833198,1,0.414231458
4,1,10,40,0,9.402812843,1,0.260140693
4,1,10,40,0,9.414891269,1,0.103232756
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4,1,10,40,1,4.075872281,1.001324356,1.66355719
4,1,10,40,1,4.15345457,1.002678559,1.725431726
4,1,10,40,1,4.22735892,1.003968565,1.786651215
4,1,10,40,1,4.302989518,1.005288702,1.846781641
4,1,10,40,1,4.377686723,1.006592546,1.90446708
4,1,10,40,1,4.450323371,1.007860424,1.963446035
4,1,10,40,1,4.524651073,1.009157819,2.018880944
4,1,10,40,1,4.596993367,1.010420558,2.072922254
4,1,10,40,1,4.669231031,1.011681471,2.126542178
4,1,10,40,1,4.738698542,1.012894031,2.180898482
4,1,10,40,1,4.811805062,1.01417011,2.233193572
4,1,10,40,1,4.880395879,1.015367367,2.282637156
4,1,10,40,1,4.950552495,1.016591956,2.331975591
4,1,10,40,1,5.021576434,1.017831683,2.381992121
4,1,10,40,1,5.089485469,1.01901704,2.430039668
4,1,10,40,1,5.158810192,1.020227107,2.476725592
4,1,10,40,1,5.226728092,1.021412619,2.522951155
4,1,10,40,1,5.292745847,1.022564963,2.566638013
4,1,10,40,1,5.36099195,1.023756203,2.610509415
4,1,10,40,1,5.42493155,1.024872273,2.653596555
4,1,10,40,1,5.492585191,1.026053171,2.694441
4,1,10,40,1,5.557856218,1.027192481,2.735676478
4,1,10,40,1,5.622204627,1.028315687,2.776532541
4,1,10,40,1,5.687045893,1.029447496,2.81517897
4,1,10,40,1,5.749190097,1.030532227,2.85637748
4,1,10,40,1,5.80936307,1.03158255,2.894401306
4,1,10,40,1,5.87419953,1.032714274,2.929919871
4,1,10,40,1,5.937089776,1.033812028,2.966915954
4,1,10,40,1,5.999182835,1.034895866,3.004103135
4,1,10,40,1,6.061982504,1.035992038,3.03782317
4,1,10,40,1,6.120043567,1.037005498,3.071653948
4,1,10,40,1,6.18058595,1.038062269,3.104556378
4,1,10,40,1,6.241439236,1.039124467,3.137386094
4,1,10,40,1,6.299803969,1.040143228,3.167696027
4,1,10,40,1,6.357809157,1.041155712,3.199166267
4,1,10,40,1,6.41540836,1.04216111,3.229165528
4,1,10,40,1,6.471223069,1.043135359,3.258982725
4,1,10,40,1,6.529245143,1.044148138,3.287856654
4,1,10,40,1,6.585090965,1.045122931,3.315956553
4,1,10,40,1,6.639517099,1.046072942,3.340947337
4,1,10,40,1,6.698007146,1.04709389,3.367286592
4,1,10,40,1,6.751148056,1.048021468,3.391641924
4,1,10,40,1,6.805707887,1.048973813,3.416381757
4,1,10,40,1,6.858311853,1.049892019,3.439751491
4,1,10,40,1,6.913291188,1.050851687,3.46343307
4,1,10,40,1,6.965084793,1.051755748,3.485939548
4,1,10,40,1,7.016882041,1.052659872,3.507262213
4,1,10,40,1,7.068638856,1.05356329,3.524850453
4,1,10,40,1,7.119319899,1.054447931,3.543765064
4,1,10,40,1,7.168995067,1.055315015,3.564381983
4,1,10,40,1,7.219497625,1.05619654,3.581691292
4,1,10,40,1,7.269486532,1.0570691,3.594180872
4,1,10,40,1,7.320507463,1.057959673,3.612875455
4,1,10,40,1,7.365593397,1.058746651,3.627540058
4,1,10,40,1,7.415378395,1.059615652,3.639713554
4,1,10,40,1,7.461229351,1.060415983,3.650660359
4,1,10,40,1,7.509044708,1.061250603,3.662318853
4,1,10,40,1,7.554848547,1.062050112,3.671821366
4,1,10,40,1,7.600721527,1.062850828,3.680351464
4,1,10,40,1,7.644135457,1.063608621,3.688631007
4,1,10,40,1,7.690165752,1.064412083,3.69540556
4,1,10,40,1,7.734237532,1.065181359,3.700310365
4,1,10,40,1,7.778988263,1.065962485,3.703466884
4,1,10,40,1,7.820668259,1.066690013,3.708115288
4,1,10,40,1,7.864611762,1.067457049,3.706564504
4,1,10,40,1,7.904951907,1.068161189,3.70699645
4,1,10,40,1,7.946958674,1.06889442,3.707191643
4,1,10,40,1,7.988459926,1.069618827,3.705342624
4,1,10,40,1,8.028385913,1.070315738,3.700061289
4,1,10,40,1,8.06872978,1.071019942,3.695548113
4,1,10,40,1,8.107455637,1.071695905,3.687376506
4,1,10,40,1,8.147804179,1.072400191,3.678412687
4,1,10,40,1,8.18465314,1.073043392,3.668083214
4,1,10,40,1,8.222382771,1.073701965,3.655163386
4,1,10,40,1,8.257883088,1.074321626,3.642285857
4,1,10,40,1,8.297271734,1.075009157,3.628623606
4,1,10,40,1,8.331425803,1.075605319,3.610094876
4,1,10,40,1,8.368586691,1.076253964,3.592554111
4,1,10,40,1,8.403712373,1.076867085,3.570748613
4,1,10,40,1,8.438450652,1.077473444,3.548855689
4,1,10,40,1,8.47328186,1.078081425,3.525002075
4,1,10,40,1,8.505132409,1.078637379,3.496768834
4,1,10,40,1,8.540944907,1.079262488,3.469644529
4,1,10,40,1,8.571739651,1.079800012,3.440548406
4,1,10,40,1,8.601214051,1.08031449,3.406755947
4,1,10,40,1,8.635218477,1.080908039,3.370888217
4,1,10,40,1,8.665210332,1.081431549,3.333540332
4,1,10,40,1,8.69488821,1.081949579,3.294404134
4,1,10,40,1,8.725503558,1.082483971,3.252417653
4,1,10,40,1,8.754853493,1.082996276,3.207487007
4,1,10,40,1,8.787341837,1.083563363,3.1599088
4,1,10,40,1,8.81260785,1.084004382,3.111402866
4,1,10,40,1,8.84032394,1.084488169,3.057882201
4,1,10,40,1,8.865560659,1.084928677,3.003342349
4,1,10,40,1,8.894147397,1.085427661,2.948584782
4,1,10,40,1,8.919847285,1.085876254,2.886668682
4,1,10,40,1,8.945077982,1.086316657,2.823666718
4,1,10,40,1,8.970035358,1.08675229,2.756816137
4,1,10,40,1,8.995623166,1.087198927,2.688912731
4,1,10,40,1,9.018539316,1.08759893,2.617431521
4,1,10,40,1,9.043306204,1.088031237,2.541511231
4,1,10,40,1,9.065977639,1.088426969,2.462989833
4,1,10,40,1,9.088580745,1.088821507,2.381487017
4,1,10,40,1,9.110059085,1.089196413,2.294247424
4,1,10,40,1,9.131304748,1.089567258,2.206355402
4,1,10,40,1,9.153030114,1.089946475,2.114479933
4,1,10,40,1,9.174262116,1.090317081,2.019009931
4,1,10,40,1,9.192198974,1.09063017,1.918958959
4,1,10,40,1,9.212994896,1.090993164,1.815483771
4,1,10,40,1,9.230752154,1.091303118,1.708575905
4,1,10,40,1,9.247777782,1.091600302,1.599763229
4,1,10,40,1,9.26660364,1.091928908,1.486084166
4,1,10,40,1,9.284337106,1.092238447,1.365580939
4,1,10,40,1,9.300908768,1.092527707,1.243080863
4,1,10,40,1,9.316924247,1.092807258,1.115999558
4,1,10,40,1,9.332325702,1.093076091,0.984927631
4,1,10,40,1,9.347615361,1.093342973,0.848138888
4,1,10,40,1,9.361498524,1.093585305,0.707563006
4,1,10,40,1,9.375807057,1.093835061,0.562233606
4,1,10,40,1,9.390055819,1.094083774,0.41399621
4,1,10,40,1,9.403594366,1.094320091,0.260773964
4,1,10,40,1,9.415578622,1.094529276,0.10203124
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4,1,10,40,2,4.077178191,1.002695122,1.663886322
4,1,10,40,2,4.152028543,1.005308954,1.727222247
4,1,10,40,2,4.227106607,1.007930737,1.788966937
4,1,10,40,2,4.302189873,1.010552703,1.846882315
4,1,10,40,2,4.375565227,1.013115027,1.903806142
4,1,10,40,2,4.449599693,1.015700367,1.961688158
4,1,10,40,2,4.523210141,1.018270901,2.018844225
4,1,10,40,2,4.596829274,1.020841738,2.072645238
4,1,10,40,2,4.667831872,1.023321203,2.128015953
4,1,10,40,2,4.74087179,1.025871813,2.177964367
4,1,10,40,2,4.80924959,1.028259618,2.232181317
4,1,10,40,2,4.880150902,1.030735547,2.283410739
4,1,10,40,2,4.951034034,1.03321084,2.33239916
4,1,10,40,2,5.019933143,1.03561685,2.380873423
4,1,10,40,2,5.090494335,1.038080901,2.429758628
4,1,10,40,2,5.157633098,1.040425439,2.474124397
4,1,10,40,2,5.225565183,1.042797679,2.521250544
4,1,10,40,2,5.293007694,1.045152824,2.566145156
4,1,10,40,2,5.359517864,1.04747541,2.609726904
4,1,10,40,2,5.428141621,1.049871804,2.654161867
4,1,10,40,2,5.491654634,1.052089728,2.697904398
4,1,10,40,2,5.558444761,1.05442209,2.736162188
4,1,10,40,2,5.621609897,1.056627865,2.778117037
4,1,10,40,2,5.686322475,1.058887678,2.816008386
4,1,10,40,2,5.748953274,1.061074794,2.855595913
4,1,10,40,2,5.812715483,1.06330142,2.89301785
4,1,10,40,2,5.874353907,1.065453881,2.931032231
4,1,10,40,2,5.936429076,1.067621593,2.967300728
4,1,10,40,2,6.000204589,1.069848683,3.003597879
4,1,10,40,2,6.060298857,1.071947221,3.038560566
4,1,10,40,2,6.120871725,1.074062473,3.070354023
4,1,10,40,2,6.180044051,1.076128816,3.103279906
4,1,10,40,2,6.241254208,1.078266322,3.137264117
4,1,10,40,2,6.299860265,1.08031289,3.168083697
4,1,10,40,2,6.358294532,1.08235346,3.197596566
4,1,10,40,2,6.414114393,1.084302732,3.229696162
4,1,10,40,2,6.471847238,1.086318808,3.260241865
4,1,10,40,2,6.528557291,1.088299166,3.288294177
4,1,10,40,2,6.586806379,1.090333269,3.314645818
4,1,10,40,2,6.641944036,1.092258719,3.340148752
4,1,10,40,2,6.696694424,1.094170644,3.368969326
4,1,10,40,2,6.750970023,1.09606599,3.392681051
4,1,10,40,2,6.804974437,1.097951866,3.416319494
4,1,10,40,2,6.859448971,1.099854158,3.440927046
4,1,10,40,2,6.915833272,1.101823142,3.461766154
4,1,10,40,2,6.964432004,1.103520247,3.487899272
4,1,10,40,2,7.017566465,1.105375743,3.504941127
4,1,10,40,2,7.069113299,1.107175798,3.524923699
4,1,10,40,2,7.121035491,1.108988961,3.543375124
4,1,10,40,2,7.168746199,1.110655056,3.562213575
4,1,10,40,2,7.218459546,1.112391084,3.579879944
4,1,10,40,2,7.268986168,1.114155512,3.59599505
4,1,10,40,2,7.318049104,1.115868828,3.610613944
4,1,10,40,2,7.366968618,1.117577135,3.626676131
4,1,10,40,2,7.413263769,1.119193797,3.636826566
4,1,10,40,2,7.462718395,1.120920791,3.65151364
4,1,10,40,2,7.507908366,1.122498859,3.660812569
4,1,10,40,2,7.555436817,1.12415859,3.672011429
4,1,10,40,2,7.600491918,1.125731948,3.679395679
4,1,10,40,2,7.646042641,1.127322615,3.68663813
4,1,10,40,2,7.689918839,1.128854805,3.693131278
4,1,10,40,2,7.733553144,1.130378549,3.699627579
4,1,10,40,2,7.777380676,1.13190904,3.702718114
4,1,10,40,2,7.818671338,1.133350942,3.706174679
4,1,10,40,2,7.864914841,1.1349658,3.707233279
4,1,10,40,2,7.90580483,1.13639371,3.708859303
4,1,10,40,2,7.947684068,1.137856165,3.707655339
4,1,10,40,2,7.987509518,1.139246901,3.702737865
4,1,10,40,2,8.029065967,1.140698084,3.70060092
4,1,10,40,2,8.067915723,1.142054747,3.69406035
4,1,10,40,2,8.108815404,1.143482996,3.687929243
4,1,10,40,2,8.145603138,1.144767652,3.678201969
4,1,10,40,2,8.185881317,1.146174197,3.668048152
4,1,10,40,2,8.222696855,1.147459824,3.658262685
4,1,10,40,2,8.258435897,1.148707858,3.643614473
4,1,10,40,2,8.295415425,1.149999212,3.628201851
4,1,10,40,2,8.333086588,1.151314718,3.610286627
4,1,10,40,2,8.367814426,1.152527441,3.591692718
4,1,10,40,2,8.403541668,1.153775064,3.570250197
4,1,10,40,2,8.439054696,1.155015206,3.546908016
4,1,10,40,2,8.471437599,1.156146042,3.526485325
4,1,10,40,2,8.506208341,1.157360263,3.498132125
4,1,10,40,2,8.541438078,1.158590512,3.469095785
4,1,10,40,2,8.57203738,1.159659063,3.438432482
4,1,10,40,2,8.602760537,1.16073194,3.406203955
4,1,10,40,2,8.634085659,1.161825837,3.37112187
4,1,10,40,2,8.665276716,1.162915053,3.334594532
4,1,10,40,2,8.69532808,1.16396447,3.293120625
4,1,10,40,2,8.72638859,1.165049126,3.251869466
4,1,10,40,2,8.754367618,1.166026176,3.209853435
4,1,10,40,2,8.783272281,1.167035549,3.160238284
4,1,10,40,2,8.812735718,1.168064435,3.11137926
4,1,10,40,2,8.840781357,1.16904381,3.059397494
4,1,10,40,2,8.867076274,1.169962049,3.003306003
4,1,10,40,2,8.894411531,1.170916617,2.947475497
4,1,10,40,2,8.919670644,1.171798685,2.887525266
4,1,10,40,2,8.946830255,1.172747119,2.822786729
4,1,10,40,2,8.971570113,1.173611054,2.760167535
4,1,10,40,2,8.995280772,1.174439048,2.689085129
4,1,10,40,2,9.018592461,1.17525311,2.615883405
4,1,10,40,2,9.043741843,1.176131346,2.541513701
4,1,10,40,2,9.064203472,1.176845882,2.463434882
4,1,10,40,2,9.089375958,1.177724925,2.379459827
4,1,10,40,2,9.111047068,1.178481697,2.294845464
4,1,10,40,2,9.131483392,1.179195349,2.207069289
4,1,10,40,2,9.153811551,1.179975065,2.115601328
4,1,10,40,2,9.17140425,1.180589416,2.019477403
4,1,10,40,2,9.190394595,1.181252573,1.918093365
4,1,10,40,2,9.211103041,1.181975728,1.817472378
4,1,10,40,2,9.229793948,1.182628429,1.710636356
4,1,10,40,2,9.248468881,1.183280572,1.600164837
4,1,10,40,2,9.268515327,1.183980609,1.484489955
4,1,10,40,2,9.284196458,1.184528206,1.36810779
4,1,10,40,2,9.299659784,1.185068198,1.241620752
4,1,10,40,2,9.31706212,1.185675901,1.116302171
4,1,10,40,2,9.331289059,1.186172716,0.983776818
4,1,10,40,2,9.347627554,1.186743269,0.849483302
4,1,10,40,2,9.36253082,1.187263703,0.709055811
4,1,10,40,2,9.374554753,1.187683588,0.565304649
4,1,10,40,2,9.388096145,1.188156463,0.414876925
4,1,10,40,2,9.403089935,1.188680058,0.262201034
4,1,10,40,2,9.414653521,1.189083867,0.102514232
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4,1,10,40,3,4.076015208,1.003983788,1.662435112
4,1,10,40,3,4.153099344,1.008023597,1.728030023
4,1,10,40,3,4.227349924,1.011914905,1.785552744
4,1,10,40,3,4.301543867,1.015803244,1.847527362
4,1,10,40,3,4.376881672,1.019751531,1.904742707
4,1,10,40,3,4.449998193,1.023583406,1.96325447
4,1,10,40,3,4.522515744,1.02738389,2.02004841
4,1,10,40,3,4.594639023,1.031163711,2.074235895
4,1,10,40,3,4.66872751,1.035046524,2.127710196
4,1,10,40,3,4.740838675,1.03882571,2.180828757
